course_skill,best_esco,score
project sustainment,organise project meetings,0.451
culture organisationnelle,shape corporate culture,0.451
clinical simulation,computer simulation,0.451
cloud performance management,conduct performance tests,0.451
marketing performance,brand marketing techniques,0.451
facilitate psychological safety,conduct psychological research,0.451
pharmacy healthcare organization operations,pharmacy law,0.451
cybersecurity performance measurement,conduct performance measurement,0.451
control flow activities,control air flow,0.45
azure monitor,monitor gauge,0.45
machine learning model evaluation and optimization,machine learning,0.45
model building,inspect building systems,0.45
drug development,development delays,0.45
retirement savings,types of pensions,0.45
self-care,exercise self-control,0.45
embedded software,upgrade firmware,0.45
spring data repositories,types of spring,0.45
operations management,apply change management,0.45
product/market fit,market analysis,0.45
data model,process data,0.45
insert and modify oracle sql databases,search databases,0.449
smart investing,implement smart contracts,0.449
ethical ai,manage ethical issues within social services,0.449
design management,apply change management,0.449
cam,use CAM software,0.449
components of gans,optical components,0.449
web development tools,apply tools for content development,0.449
tax law,tax legislation,0.448
thread (computing),types of thread,0.448
sustainable eating,advise on sustainable management policies,0.448
python data type,process data,0.448
user research,research design,0.448
creating a culture,shape corporate culture,0.448
leadership and management,adapt leadership styles in healthcare,0.448
practical applications,supervise practical courses,0.448
backlog management,apply change management,0.447
symbols,algebra,0.447
python data structures,examine civil structures,0.447
behavioral psychology,school psychology,0.447
proficiency with makerdao,demonstrate proficiency in packaging standards,0.447
scale space,design scale models,0.447
deploy and operationalize machine learning solutions,machine learning,0.446
microsoft excel vba,use microsoft office,0.446
network security fundamentals,security engineering,0.446
health law,provide health education,0.446
fraud prevention,fraud detection,0.446
neural network architecture,historic architecture,0.446
technical program management,technical terminology,0.446
power bi,refractive power,0.446
digital strategy,digital systems,0.446
fairness indicators,track key performance indicators,0.446
recording observations,plan audiovisual recording,0.445
knowledge acquisition,study acquisition of language,0.445
applied creativity,stimulate creativity in the team,0.445
plant biology,biology,0.445
uninitialized memory bugs,use geographic memory,0.445
dynamic programming,program firmware,0.444
teaching and learning,use learning strategies,0.444
microservices architecture basics,historic architecture,0.444
computational fluid dynamics (cfd),computational fluid dynamics,0.444
sustainable energy,advise on sustainable management policies,0.444
dom events,plan events,0.444
creative skills,organise creative performance,0.443
stress management,manage stress in the work place,0.443
device programming,program firmware,0.443
cloud architecture proficiency,historic architecture,0.443
business transformation,business processes,0.443
display and video advertising strategy,advertising techniques,0.443
structured problem solving method,design thinking,0.443
continuous delivery,continuous improvement philosophies,0.443
markov decision processes,advise on legal decisions,0.442
automated planning heuristics,operate automated process control,0.442
product strategy,plan marketing strategy,0.442
